,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,release_month,day_of_release
109,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,USSM12104539,110,145.3,2014959725,354831,87942438,70.0,1003346208,16856186,1750366,"915,814,897",9558947943,3191316960,360,245228,925,109,3242122,74,75167268,96430,,12693846,1,7,Friday
110,Pedro,Pedro - Single,Jaxomy,2024-03-29,DEE862400427,111,144.6,168145583,27654,159737263,85.0,35008949,717214,,,,39149568,107,4448,,158,16345999,54,39577,482,3634381,2408838,0,3,Friday
111,Fast Car,Gettin' Old,Luke Combs,2023-03-24,US6XF2200436,112,144.5,518988585,73116,58391498,80.0,107703759,768813,354036,"74,258,021",924204888,103658014,117,673629,59,67,8306302,104,184924061,88890,728039,3108167,0,3,Friday
112,Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,2024-01-07,JPU902305042,113,144.0,247399972,22222,13870528,80.0,389540239,4392933,,"22,950,364",296522040,1041035733,53,807,,18,357941,17,537267,1928,,1069500,0,1,Sunday
113,Aesthetic,Aesthetic,Tollan Kim,2022-03-04,SGB502208576,114,144.0,5712985,2311,535908,44.0,3120073,56276,20114495,"2,452,502,310",33870791454,,4,22,,4,1397,1,21564,81,,249823,0,3,Friday
114,Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,2018-10-18,USUM71814888,116,143.9,3358704125,392082,123917182,79.0,2763188773,19410390,2714134,"178,829,434",1597453878,484189798,351,273683,,86,809352,99,546367356,906813,,1569935,0,10,Thursday
115,Hands,Hands,Dianï¿½,2022-08-01,GBKPL2205333,115,143.9,126914,8,212,1.0,2435813922,7208467,33,188,6415,26630093,,658,,,,,,,,295,0,8,Monday
116,Saturn,Saturn - Single,SZA,2024-02-24,USRC12400216,117,142.8,343090427,21104,154253718,87.0,38173339,349660,,,,196380893,120,158378,360,103,10995523,87,11441987,7496,166254,745798,0,2,Saturday
117,Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,2024-06-04,BXT622400190,118,142.4,,,,,39323383,44223,,,,,,,,,,,,,,,0,6,Tuesday
118,Believer,Believer,Imagine Dragons,2017-01-31,USUM71700626,119,142.2,3006226762,335880,89243475,81.0,4495059988,42240881,5745117,"453,132,709",5876458723,276194776,226,253782,388,118,1138425,71,614578695,844301,2943611,21306706,0,1,Tuesday
119,WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,2022-04-27,USSM12203789,120,141.0,787155930,183850,58397185,77.0,357772653,2590835,931660,"95,662,104",836550889,3934416606,150,463665,1308,32,399388,69,182315884,53326,48937045,3534164,1,4,Wednesday
120,I KNOW ?,UTOPIA,Travis Scott,2023-07-28,USSM12305012,121,139.5,532605345,128534,31725858,81.0,97958347,1237197,322900,"108,595,670",947194801,259363238,46,107637,57,33,1423258,40,6334599,8712,12785993,1861958,1,7,Friday
121,ANDO,ANDO,Jere Klein,2023-09-27,QMDA72363047,122,139.0,292789738,28591,30905957,72.0,406307035,809942,1900606,"68,341,852",872862858,1969191415,11,1754,,15,8391160,1,764473,5168,,1195337,1,9,Wednesday
122,First Class,First Class,Jack Harlow,2022-04-08,USAT22203024,123,138.6,818858244,223609,49586777,71.0,231229581,2756840,1610614,"624,748,318",6890780336,3849170813,148,666615,4406,37,759989,77,117451442,40907,24111168,4244972,1,4,Friday
123,FE!N,UTOPIA,Travis Scott,2023-07-28,USSM12305010,124,137.8,659010786,129923,93969186,86.0,125203447,1990342,22100,"13,787,343",107398826,244390161,87,37314,361,46,2137898,38,3029375,6510,14942955,1839283,1,7,Friday
124,Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,2023-03-03,USUG12301493,125,137.7,3913988,545,1054122,40.0,1577017938,9304666,,,,2651764724,,25,,,,,5260,,,,1,3,Friday
125,Losing Interest - Original Mix,Losing Interest (Original),Goovex,2024-06-10,CA5KR2465999,126,136.4,126247886,5,5973,1.0,,,,,,,,,,,,,,,,,0,6,Monday
126,I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,2022-05-13,USUM72206227,127,136.2,1607421145,212406,160444270,83.0,409785349,3326477,247865,"155,593,087",1825552705,2563240162,267,523907,3418,111,4754372,75,152770142,49622,,9091826,0,5,Friday
127,MI EX TENï¿½ï¿½A RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305253,128,136.2,438796949,23959,34805394,78.0,509727241,2202866,1223804,"46,080,266",782582119,1337889706,56,60758,959,29,3457921,38,38214505,9932,62622,865444,0,8,Thursday
128,Drained of Color,Drained of Color,Exhumed,2022-08-30,US2642250302,129,134.0,158627,635,18765,16.0,2156140830,,9,422,4484,1318392,,29,,,,,1132,,,208,0,8,Tuesday
129,Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,2020-07-24,USQX92003025,130,133.0,1867736006,302486,82611625,76.0,747126783,10795292,2467227,"160,756,733",1768836179,2069527154,329,931316,1897,273,3821598,85,240562062,131540,40756476,10228436,1,7,Friday
130,Dynamite,Dynamite,BTS,2020-08-21,QM7282022872,131,132.3,1872577908,144619,51186002,74.0,2638957320,62311179,3098499,"662,794,945",5063720138,2199001119,323,351169,198,355,1888088,98,,,,7896781,0,8,Friday
131,Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,2023-12-10,GXBAV2381801,132,130.7,8327,3,8,,,,4200000,"3,646,489",73318253,,,,,,,,,,,522,0,12,Sunday
132,Someone You Loved,Breach,Lewis Capaldi,2018-11-08,DEUM71807062,133,129.7,3427498835,338763,160553919,82.0,2153701892,20891433,1940473,"212,007,614",2161032034,2333853734,408,600211,381,502,4834088,110,427212257,357540,,29266297,0,11,Thursday
133,Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,2023-05-11,USQX92302824,134,129.6,230849195,23091,12233221,64.0,363082908,5135848,4897595,"104,580,759",1551501289,150614267,49,24103,214,25,319914,33,23525446,4705,,623446,0,5,Thursday
134,Made You Look,Takin' It Back,Meghan Trainor,2022-10-21,USSM12204574,135,129.5,720720922,74295,89509926,77.0,221078988,2557839,4687520,"1,252,326,407",15247253457,718932832,108,412680,5869,43,1491347,59,81828913,36462,,3086624,0,10,Friday
135,PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,2023-06-22,QZMEQ2306756,136,129.4,1378494,351,43395,34.0,1022331,22739,7702832,"90,289,248",1272592848,,,,,,,,,,,50550,0,6,Thursday
136,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,2024-05-29,INS182401602,137,129.1,2827545,62,1433870,,54330074,801621,,,,,,,,,,10,,,,5620,0,5,Wednesday
137,vampire,vampire,Olivia Rodrigo,2023-06-30,USUG12304091,138,128.9,998964097,90793,87801398,18.0,113450524,2108657,394640,"152,624,014",1448207880,1111017294,173,161513,93,61,5239925,128,28318435,67590,4296515,4872257,1,6,Friday
138,Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,2024-03-01,BCAEW2400001,139,128.5,37157630,2052,30387641,74.0,63418833,427441,1600000,"853,176",8850449,149589609,11,190,,32,8460458,11,,,,42895,0,3,Friday
139,Back,Back,LOLA,2022-08-03,UKQNV2100272,140,128.0,48428,92,15747,3.0,2123978358,5670850,111,"102,828",735317,,,46,,,,,,,,,0,8,Wednesday
140,People,People - Single,Libianca,2022-12-05,QZTB52268087,141,127.8,631955547,121823,45030006,74.0,305998382,2647341,3168854,"243,797,561",3233505931,704906130,145,122781,202,74,1217657,54,9017480,11289,8026553,6121126,1,12,Monday
141,Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,2024-01-05,ATR981312465,142,127.4,,1,47,,,,3528100,"37,591,836",688302023,,,,,,,,,,,,1,1,Friday
142,Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-03-17,TCAIA2495220,143,127.3,94635338,10537,11716074,,944314,17943,1300000,"182,937,084",1542242100,,13,,2,,,8,684557,1079,,1597467,1,3,Sunday
143,I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,2024-04-05,UKWLG2400013,144,126.9,114574238,10564,180987712,84.0,9134225,124326,299000,"4,419,373",79796400,3117914,87,86814,159,128,35099280,133,4503872,442,422718,,0,4,Friday
144,Abc,Abc,J Ross,2023-02-14,CLLU22300585,145,126.6,31867,5,5100,1.0,1538564650,2066653,,,,,,174,,,,,,,,1178,0,2,Tuesday
145,La Bachata,La Bachata,Manuel Turizo,2022-05-26,QZDYA1800087,146,126.2,1721045197,156941,97122096,81.0,798827877,3379928,1614275,"209,367,923",2596777974,420585933,142,152522,1161,97,8709032,133,47203290,19769,,4817885,0,5,Thursday
146,ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,2023-04-07,FRX282306294,147,125.4,8028757,1972,488653,44.0,48533758,399664,8800000,"256,186,613",3985974550,6879573,1,373,,,,,,,,220198,0,4,Friday
147,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,USUM72102636,148,125.2,1612286123,282719,97390961,74.0,1019256266,10280320,1404274,"502,778,982",4702037810,2889452237,348,569287,789,342,2587713,90,92111798,90598,,7848760,1,3,Friday
148,Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,GBAHT1901121,149,124.6,2607121959,270230,143953432,78.0,1201600884,10239198,4725570,"414,013,363",3535661993,2374637534,581,999941,954,632,4254903,118,313923242,99949,,13421701,0,10,Thursday
149,Lucid Dreams,Lucid Dreams,Juice WRLD,2018-05-04,USUG11800685,150,123.9,2548389305,339306,75858140,78.0,987143411,9384427,1900813,"44,442,433",338071383,274498079,153,69562,132,54,442640,36,259400789,552552,257459352,9308937,1,5,Friday
150,PROVENZA,PROVENZA,KAROL G,2022-04-22,USUM72205906,151,123.8,1185929926,103026,64847502,76.0,1229843060,5870729,1300337,"251,445,963",2829294043,763687717,115,130158,688,75,7349218,90,92136339,29371,,3397861,0,4,Friday
151,WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,USAT22005111,152,123.4,1325725696,171255,53040559,72.0,1329826741,15965491,8470921,"1,183,499,351",9539547626,181452145,222,91249,306,94,249116,50,184950173,397731,,4618794,1,8,Friday
152,SPOT!,SPOT!,ZICO,2024-04-26,USA2P2421932,153,122.8,77757035,3407,35428519,81.0,100148771,2531168,99900,"46,645,177",366905484,24981456,27,1861,51,2,151901,20,63300,98,,173263,0,4,Friday
153,Family Matters,Family Matters,Drake,2024-05-03,USUG12402984,154,122.7,72335127,8696,36774031,86.0,41492122,1034563,,,,166330702,38,1488,,16,1504365,60,3065493,2302,2401049,283217,1,5,Friday
154,Again,Missing,Kurochuu,2024-06-09,CA5KR2466577,155,122.5,136237285,2,2190,2.0,,,,,,,,,,,,,,,,,0,6,Sunday
155,Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,2023-07-14,USA2P2330093,156,122.4,1673557134,54950,91343768,80.0,397523735,10125293,341522,"114,990,786",761760624,1800517153,86,23714,861,54,5286388,56,6442882,4352,,2310409,1,7,Friday
156,Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300802,157,121.9,922010059,107189,61174155,79.0,141852059,567295,285414,"61,112,010",811685466,182412108,106,18364,1846,7,33712,38,307115852,200650,13022144,2665347,1,1,Tuesday
157,Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,IEACJ2300335,158,121.2,532012790,22396,130752527,85.0,13119247,218957,,,,,235,6952,,85,25307005,108,,,119813,2580089,0,3,Friday
158,Bad Habits,#NAME?,Ed Sheeran,2020-01-01,GBAHS2100318,159,120.8,1754311538,271758,62218811,74.0,958790883,7686994,1036355,"225,139,300",2658904267,3526952174,454,1347725,1035,352,7318680,136,269834154,88143,17144484,15886717,0,1,Wednesday
159,QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305257,160,120.7,850810162,56104,79334561,82.0,258553384,1174349,1167300,"58,820,722",717259721,590681204,72,39951,4,57,7146260,83,32210732,12492,,1537093,1,8,Thursday
160,Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,USAT22100906,161,120.1,1312168384,248793,50068571,75.0,993324548,9537455,1503567,"369,280,607",3350704343,2421128623,308,557867,309,120,1553392,103,149304590,91366,,10288388,0,3,Friday
161,ýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý 3ýýýýýý ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý),2022-01-05,JPKI02118106,162,119.5,548408,130,20518,24.0,1356336,17701,18000000,"334,009,036",7041708832,,1,,,,,,,,,69763,0,1,Wednesday
162,good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,USUG12101245,163,117.8,2167768056,309421,72787213,79.0,773591065,11098007,1893481,"1,080,682,523",8186754429,2285796743,355,4835,1283,98,1610293,102,119030447,170032,19263268,,1,5,Friday
163,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,USUM71900764,164,117.7,2516804300,296739,113315017,76.0,1779243626,26239833,3774645,"177,247,662",1409756969,2066888119,432,353076,1024,258,3123258,174,229833113,534958,,18994040,0,3,Friday
164,Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,2018-05-25,USUM71911283,165,117.6,2738293818,251033,108433327,74.0,2372399124,26919886,5815851,"140,938,643",1859977153,2305437038,380,531893,378,570,2693006,89,337815285,426555,,15254141,0,5,Friday
165,DESPECHï¿,DESPECHï¿,ROSALï¿½,2022-07-28,USSM12207207,166,116.9,1003487432,126402,88024543,73.0,621874255,2859234,2409247,"476,447,290",6208638113,672233681,152,175614,1077,105,6388819,97,40988020,6129,,3205234,1,7,Thursday
166,ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,2020-04-17,USUM72007941,167,116.7,1638836101,272933,50425049,70.0,1170441361,13667470,5241838,"364,560,431",3869815694,201859518,216,298661,62,98,1699879,47,245618280,272002,,7646337,1,4,Friday
167,Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,2023-03-23,GBAHS2201304,168,116.6,372423476,44730,21933393,71.0,131308671,1074684,1102985,"38,959,591",830123390,961201576,132,644972,287,32,1018314,68,40613139,6969,,2886987,0,3,Thursday
168,I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2023-08-24,USWB12304903,169,116.5,630373315,70400,105320547,84.0,50938569,246731,215433,"70,110,809",586454750,207483261,95,83414,35,47,9094602,112,147144967,33058,5597165,1673932,0,8,Thursday
169,Circles,Circles,Post Malone,2019-08-30,USUM71915699,170,116.0,2481391466,332437,124491320,80.0,1116323669,8490012,83111,"26,892,604",273522601,841624305,355,1015731,413,311,1603280,69,448494186,212174,,13634519,0,8,Friday
170,EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,2023-08-03,DGA062382895,171,115.9,474590289,24891,25915889,78.0,577930708,1569516,136500,"32,754,141",509287649,1484713132,27,15783,215,22,2762020,27,44676754,9094,774895,1173817,0,8,Thursday
171,About Damn Time,About Damn Time,Lizzo,2022-04-14,USAT22202139,172,115.6,847025688,104052,47808065,66.0,106024874,1080393,3030761,"1,522,267,606",15665483220,22274346,215,1024138,2826,143,1456203,4,,,,5445721,1,4,Thursday
172,Closer,Closer,The Chainsmokers,2016-07-29,USQX91601347,173,114.6,2880536961,285381,129399627,80.0,4086121880,22091228,1103074,"100,536,756",514053404,467800052,385,316965,467,284,838570,78,819509308,739296,,16185008,0,7,Friday
173,FLOWER,ME,JISOO,2023-03-31,KRA402300002,174,114.3,440364356,26107,15314737,70.0,525156884,10820829,3411209,"550,993,898",6724997940,68869541,33,11830,92,6,26844,35,1335366,3263,,1058579,0,3,Friday
174,PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364199,175,114.2,689181455,61138,90492257,83.0,183381482,738123,213300,"49,332,435",487440417,546833520,67,32507,175,51,13729294,44,14039085,3684,2473108,930098,1,10,Friday
175,Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,2023-10-06,USUG12306085,176,113.2,372248119,68037,44498005,,86580734,1106306,77600,"20,713,030",128182068,384403788,53,44112,31,13,481832,39,19029194,36347,9898507,2131059,1,10,Friday
176,Havana (feat. Young Thug),Havana,Camila Cabello,2017-08-03,USSM11706905,177,112.8,2072182782,194332,86159672,75.0,3952909529,32333846,1314091,"53,911,465",546650805,2137655536,342,175317,563,541,1593590,95,455553499,772600,,16095913,0,8,Thursday
177,LUNA,FERXXOCALIPSIS,Feid,2023-12-01,USUM72318216,178,112.6,606124553,40628,139802900,86.0,166363445,1019744,14519,"5,128,004",29601244,476273095,80,51631,170,64,14011480,31,1550124,1179,,1704574,0,12,Friday
178,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,2022-06-03,USUM72208023,179,112.5,827950825,118965,64661540,73.0,299001099,2751490,172228,"118,133,115",1359837461,3624466116,83,761996,2175,43,3276564,70,150508004,31988,6459716,3384275,1,6,Friday
179,Bones,Bones,Imagine Dragons,2022-03-11,USUM72201759,180,112.0,1227475431,180053,70861210,78.0,584854654,6691488,341199,"191,133,207",2255843288,3064084870,94,305868,1789,47,1718874,67,124506820,66190,,7031981,0,3,Friday
180,Segï¿½ï¿½n Qu,Segï¿½ï¿½n Qu,Maluma,2023-08-17,USSD12300400,182,111.8,571366508,32236,42828677,79.0,475200526,1369288,,,,1602673476,50,38691,423,60,10199675,29,35912217,8715,46646,1703294,1,8,Thursday
181,Selfish,Selfish,Justin Timberlake,2024-01-25,USRC12400001,181,111.8,92932220,8847,31258778,,42581931,513055,,,,1607922581,73,232736,18,75,12673906,43,28794637,6080,64503,1440935,0,1,Thursday
182,golden hour,golden hour,JVKE,2022-07-15,GBKPL2204171,183,111.4,1126986320,200887,45885823,73.0,293553015,5388022,461623,"313,934,124",2305840359,2451087344,77,148360,719,22,379311,35,32611885,64225,14112455,3897680,0,7,Friday
183,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,GBAHT2000942,184,111.3,2074721986,255296,109442317,77.0,1665434424,15432964,858364,"324,510,578",2649555956,4124133645,388,476547,659,250,2098761,46,188728577,98317,,7948325,0,3,Friday
184,Get It Sexyy,Get It Sexyy,Sexyy Red,2024-03-15,QZSYP2454435,185,111.1,89362910,7377,70714216,84.0,37676729,525264,361700,"71,058,620",476545000,126493852,52,52534,976,4,57534,58,10234988,14251,2263132,514293,1,3,Friday
185,"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana DeBose,2023-10-18,USWD12328242,186,110.9,26674909,2673,8562091,19.0,7863539,84565,4304279,"50,776,319",709276580,300010,36,214,,4,81296,20,1639744,2942,,87704,0,10,Wednesday
186,IDGAF (feat. Yeat),For All The Dogs,Drake,2023-10-06,USUG12306072,187,110.8,406875019,85930,45178662,,39850191,427973,1225,"2,163,852",22689637,11148894,29,4395,109,16,435466,29,1498994,6021,16555878,964984,1,10,Friday
187,Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214888,188,110.7,1421763497,152592,62313059,78.0,945857087,5587691,179400,"14,518,451",225142753,171156518,91,72953,191,42,6938988,49,57148186,17651,,3087489,0,5,Friday
188,Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,2020-01-10,USSM11914962,189,110.2,1237874594,276882,51153940,67.0,2430804498,12334565,584648,"77,631,196",964755757,430690809,187,7602,47,95,487631,32,222732085,88462,,5329382,1,1,Friday
189,Escapism.,Escapism. / The Thrill Is Gone.,RAYE,2022-10-12,QMDA62217995,190,110.1,804925777,128247,62532855,75.0,175393116,1729347,935169,"362,063,344",3209982240,841611064,138,400246,65,65,8982560,66,21279325,11614,9065143,6548714,1,10,Wednesday
190,Stargazing,Stargazing,Myles Smith,2024-05-10,GBARL2400510,191,109.8,106599323,9406,164949597,87.0,10331471,167936,,"279,000",4700000,38232470,120,11172,14,93,14817504,109,3667355,548,990796,,0,5,Friday
191,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,2022-06-17,USUG12204897,192,109.7,971473231,239671,77479207,78.0,198796965,2003253,803500,"85,725,313",926300276,327806846,110,1041,641,18,314003,57,50899547,48037,24117364,3142892,1,6,Friday
192,What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013339,193,109.5,1125681368,251023,32574699,72.0,306628096,3322075,5487112,"345,484,397",2775640343,258709304,119,372838,744,21,94686,22,224742683,79225,70901053,3908069,1,7,Friday
193,Memories,Memories,Maroon 5,2019-09-20,USUM71913350,194,109.3,2011072164,222804,49920599,77.0,1290292327,11720744,2377898,"155,233,360",1458416059,2403585054,268,765565,403,445,1033541,50,403824864,253642,,14241952,0,9,Friday
194,Classy 101,Classy 101,Feid,2023-03-31,USUM72304895,195,109.1,872148396,90726,70485920,78.0,477047694,1887642,459540,"102,272,836",1113541743,1850185458,94,46835,186,50,12249404,55,11049774,3399,,1625704,1,3,Friday
195,Whatever,Whatever,Kygo,2024-01-19,USRC12302637,196,109.0,222354971,17551,159961203,83.0,45439562,522558,,,,1880782257,111,191358,278,171,32320584,109,10225886,568,,1421900,0,1,Friday
196,Whatever She Wants,Whatever She Wants,Bryson Tiller,2024-02-13,USRC12400299,197,108.4,207093873,23181,114051028,87.0,19787472,254004,67400,"22,398,663",298300000,320540886,61,5477,577,31,1483573,65,6895257,6101,13917600,,1,2,Tuesday
197,Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,2023-08-04,DEA622301801,198,107.8,361517395,119783,95312340,80.0,37192341,491577,13334,"1,804,060",35999853,3117914,56,56118,,52,4459149,23,,,5166756,4372188,0,8,Friday
